frame_idx,timestamp_ns,status,n_matched,n_inliers,reproj_rmse_px,step_rot_deg,step_trans_m
78,1520616728257910678,OK,1474,1395,0.5233,0.1765,0.0015
79,1520616728307912678,OK,1474,1403,0.5217,0.0526,0.0007
80,1520616728357913678,OK,1474,1377,0.5161,0.0667,0.0039
81,1520616728407915678,OK,1474,1365,0.5147,0.0657,0.0010
82,1520616728457916678,OK,1474,1357,0.5055,0.0350,0.0009
83,1520616728507941696,OK,1473,1430,0.5568,0.0628,0.0031
84,1520616728557942696,OK,1473,1425,0.5495,0.1000,0.0006
85,1520616728607944696,OK,1473,1416,0.5251,0.0989,0.0009
86,1520616728657946696,OK,1473,1419,0.5367,0.0828,0.0007
87,1520616728707947696,OK,1473,1413,0.5419,0.0849,0.0006
88,1520616728757949696,OK,1473,1413,0.5474,0.1099,0.0005
89,1520616728807950696,OK,1473,1404,0.5442,0.1253,0.0006
90,1520616728857952696,OK,1473,1402,0.5408,0.0960,0.0007
91,1520616728907965485,OK,1473,1377,0.5308,0.1418,0.0013
92,1520616728957967485,OK,1473,1373,0.5384,0.1397,0.0004
93,1520616729007968485,OK,1472,1411,0.5874,0.1305,0.0030
94,1520616729057970485,OK,1472,1418,0.6127,0.1529,0.0009
95,1520616729107972485,OK,1472,1414,0.6115,0.0754,0.0007
96,1520616729157973485,OK,1472,1411,0.6203,0.0633,0.0008
97,1520616729207975485,OK,1472,1407,0.6088,0.0882,0.0015
98,1520616729257977485,OK,1472,1405,0.5991,0.1421,0.0009
99,1520616729307996521,OK,1472,1404,0.6007,0.1245,0.0006
100,1520616729357998521,OK,1472,1404,0.5961,0.0617,0.0008
101,1520616729408000521,OK,1471,1394,0.5703,0.0779,0.0014
102,1520616729458001521,OK,1471,1400,0.5681,0.1119,0.0007
103,1520616729508002521,OK,1471,1402,0.5712,0.1424,0.0017
104,1520616729558004521,OK,1471,1409,0.5811,0.1320,0.0009
105,1520616729608006521,OK,1471,1408,0.5793,0.0680,0.0008
106,1520616729658007521,OK,1471,1411,0.5854,0.0467,0.0003
107,1520616729708018363,OK,1471,1399,0.5736,0.1266,0.0006
108,1520616729758019363,OK,1471,1392,0.5638,0.1415,0.0008
109,1520616729808020363,OK,1471,1384,0.5648,0.1667,0.0008
110,1520616729858068363,OK,1471,1395,0.5876,0.1177,0.0016
111,1520616729908024363,OK,1470,1367,0.5733,0.0946,0.0026
112,1520616729958025363,OK,1470,1367,0.5767,0.0422,0.0010
113,1520616730008027363,OK,1470,1369,0.5823,0.0459,0.0006
114,1520616730058028363,OK,1470,1362,0.5789,0.0396,0.0004
115,1520616730108030363,OK,1470,1379,0.5782,0.0322,0.0028
116,1520616730158037749,OK,1470,1382,0.5749,0.0756,0.0008
117,1520616730208039749,OK,1470,1378,0.5725,0.1272,0.0004
118,1520616730258041749,OK,1470,1375,0.5608,0.2098,0.0014
119,1520616730308042749,OK,1470,1377,0.5574,0.1483,0.0003
120,1520616730358044749,OK,1470,1389,0.5636,0.1153,0.0017
121,1520616730408045749,OK,1470,1391,0.5685,0.0559,0.0003
122,1520616730458047749,OK,1470,1393,0.5709,0.0505,0.0004
123,1520616730508049749,OK,1470,1388,0.5630,0.1214,0.0023
124,1520616730558050749,OK,1469,1389,0.5674,0.1598,0.0022
125,1520616730608051749,OK,1469,1388,0.5568,0.1382,0.0017
126,1520616730658053749,OK,1469,1401,0.5727,0.1125,0.0010
127,1520616730708055749,OK,1469,1394,0.5711,0.0368,0.0013
128,1520616730758056749,OK,1469,1403,0.5816,0.0843,0.0002
129,1520616730808058749,OK,1469,1399,0.5775,0.0611,0.0004
130,1520616730858060749,OK,1469,1388,0.5712,0.1772,0.0004
131,1520616730908062749,OK,1469,1389,0.5708,0.2917,0.0015
132,1520616730958051678,OK,1469,1394,0.5839,0.3625,0.0036
133,1520616731008053678,OK,1469,1398,0.5866,0.2804,0.0057
134,1520616731058054678,OK,1469,1371,0.5695,0.3347,0.0084
135,1520616731108055678,OK,1468,1374,0.5823,0.5551,0.0141
136,1520616731158057678,OK,1468,1360,0.5632,0.8958,0.0177
137,1520616731208058678,OK,1461,1331,0.5827,1.2132,0.0197
138,1520616731258060678,OK,1456,1330,0.6259,1.2236,0.0215
139,1520616731308061678,OK,1444,1320,0.6247,1.0782,0.0256
140,1520616731358056942,OK,1433,1309,0.6416,0.7515,0.0323
141,1520616731408058942,OK,1430,1276,0.6719,0.6986,0.0307
142,1520616731458059942,OK,1423,1234,0.7351,0.7398,0.0321
143,1520616731508141942,OK,1420,1213,0.7624,1.2142,0.0367
144,1520616731558062942,OK,1376,1171,0.8357,1.8649,0.0331
145,1520616731608064942,OK,1279,994,0.8050,1.7395,0.0384
146,1520616731658065942,OK,1720,1688,0.2738,1.7185,0.0303
147,1520616731708067942,OK,1681,1655,0.3804,1.3582,0.0289
148,1520616731757885784,OK,1630,1597,0.4691,1.6085,0.0270
149,1520616731807887784,OK,1605,1552,0.5549,1.7602,0.0301
150,1520616731857889784,OK,1556,1429,0.6071,1.9116,0.0256
151,1520616731907890784,OK,1486,1423,0.7124,1.5284,0.0314
152,1520616731957892784,OK,1420,1298,0.7437,1.4017,0.0277
153,1520616732007893784,OK,1389,1244,0.7767,1.4614,0.0178
154,1520616732057895784,OK,1369,1249,0.8174,1.0399,0.0291
155,1520616732107896784,OK,1357,1101,0.7718,1.2588,0.0155
156,1520616732157942714,OK,1744,1712,0.2601,1.1994,0.0243
157,1520616732207943714,OK,1689,1660,0.3302,1.3984,0.0261
158,1520616732257945714,OK,1675,1625,0.3797,1.3124,0.0256
159,1520616732307947714,OK,1662,1609,0.4427,1.0176,0.0267
160,1520616732357948714,OK,1652,1584,0.4865,0.7475,0.0282
161,1520616732407950714,OK,1643,1583,0.5648,0.5211,0.0327
162,1520616732457952714,OK,1641,1517,0.5836,0.5430,0.0347
163,1520616732507953714,OK,1641,1554,0.6572,0.7283,0.0361
164,1520616732557955714,OK,1636,1493,0.6794,0.5412,0.0403
165,1520616732608239099,OK,1633,1473,0.7258,0.3550,0.0451
166,1520616732658241099,OK,1630,1374,0.7635,0.5171,0.0461
167,1520616732708242099,OK,1878,1859,0.3301,0.6615,0.0496
168,1520616732758244099,OK,1867,1815,0.4799,0.7693,0.0516
169,1520616732808248099,OK,1863,1745,0.5484,0.6078,0.0527
170,1520616732858247099,OK,1858,1677,0.6379,0.4631,0.0528
171,1520616732908249099,OK,1824,1565,0.6901,0.6216,0.0544
172,1520616732958250099,OK,1808,1613,0.7950,0.9157,0.0494
173,1520616733008350345,OK,1748,1720,0.3640,1.2337,0.0523
174,1520616733058351345,OK,1723,1658,0.4878,1.2744,0.0510
175,1520616733108353345,OK,1714,1628,0.6105,1.1519,0.0501
176,1520616733158354345,OK,1701,1547,0.6938,0.9729,0.0495
177,1520616733208356345,OK,1692,1453,0.7066,1.4545,0.0467
178,1520616733258357345,OK,1661,1407,0.7810,1.6188,0.0447
179,1520616733308359345,OK,1601,1350,0.8590,1.4533,0.0505
180,1520616733358360345,OK,1719,1630,0.4838,1.2756,0.0507
181,1520616733408395538,OK,1682,1581,0.6188,1.1286,0.0514
182,1520616733458397538,OK,1669,1463,0.6999,1.0146,0.0531
183,1520616733508398538,OK,1635,1412,0.8041,1.1531,0.0511
184,1520616733558400538,OK,1559,1279,0.8348,1.3323,0.0501
185,1520616733608401538,OK,1509,1173,0.8470,1.5482,0.0481
186,1520616733658403538,OK,1740,1695,0.4383,1.6929,0.0468
187,1520616733708404538,OK,1709,1622,0.5907,1.6459,0.0441
188,1520616733758406538,OK,1677,1554,0.7183,1.5005,0.0421
189,1520616733808284380,OK,1637,1428,0.8054,1.3567,0.0362
190,1520616733858286380,OK,1570,1269,0.8415,0.9186,0.0394
191,1520616733908288380,OK,1535,1228,0.9044,0.9977,0.0319
192,1520616733958289380,OK,1484,1055,0.8985,0.9973,0.0268
193,1520616734008291380,OK,1420,1029,0.9610,0.7385,0.0278
194,1520616734058292380,REPROJ_LOW_CONF,1361,979,1.0095,0.8123,0.0253
195,1520616734108294380,OK,1712,1692,0.4077,1.3919,0.0263
196,1520616734158296380,OK,1519,1463,0.6214,1.9450,0.0285
197,1520616734208430450,OK,1360,1228,0.7119,2.1518,0.0331
198,1520616734258431450,OK,1203,1039,0.7937,2.1862,0.0357
199,1520616734308432450,OK,1143,876,0.8088,1.4842,0.0451
200,1520616734358434450,OK,1078,868,0.8452,1.6321,0.0322
201,1520616734408436450,OK,1044,807,0.8685,0.9595,0.0405
202,1520616734458437450,OK,1001,747,0.8807,0.6098,0.0471
203,1520616734508438450,OK,961,732,0.9032,0.9291,0.0425
204,1520616734558440450,OK,1535,1440,0.4979,0.7500,0.0442
205,1520616734608036064,OK,1445,1252,0.5767,0.8127,0.0473
206,1520616734658037064,OK,1378,1152,0.6348,1.3604,0.0481
207,1520616734708039064,OK,1345,1133,0.7063,1.0624,0.0505
208,1520616734758040064,OK,1287,1076,0.8081,1.2536,0.0516
209,1520616734808042064,OK,1233,974,0.8568,1.4775,0.0528
210,1520616734858043064,OK,1184,944,0.9739,1.4368,0.0674
211,1520616734908045064,OK,1577,1401,0.5324,1.5189,0.0585
212,1520616734958046064,OK,1481,1257,0.6251,1.1363,0.0588
213,1520616735008048064,OK,1325,1119,0.6944,1.5710,0.0610
214,1520616735057911328,OK,1201,964,0.7843,2.1460,0.0623
215,1520616735107912328,OK,1169,879,0.7909,1.9973,0.0680
216,1520616735157914328,OK,1590,1475,0.5706,2.0334,0.0593
217,1520616735207915328,OK,1460,1273,0.6593,1.8607,0.0631
218,1520616735257917328,OK,1414,1140,0.7132,1.7972,0.0604
219,1520616735307918328,OK,1366,1079,0.7667,1.5159,0.0591
220,1520616735357920328,OK,1271,942,0.7921,1.7237,0.0732
221,1520616735407921328,OK,1521,1456,0.5445,2.0151,0.0629
222,1520616735458164942,OK,1423,1309,0.6357,2.3477,0.0577
223,1520616735508166942,OK,1339,1180,0.7945,2.6261,0.0588
224,1520616735558167942,OK,1310,1089,0.8739,2.5924,0.0603
225,1520616735608169942,REPROJ_LOW_CONF,1238,993,1.0137,2.4019,0.0559
226,1520616735658170942,REPROJ_LOW_CONF,1176,846,1.0208,2.3387,0.0542
227,1520616735708172942,OK,1819,1799,0.3974,2.1127,0.0543
228,1520616735758174942,OK,1711,1663,0.6045,2.2334,0.0559
229,1520616735808175942,OK,1513,1381,0.7532,2.3381,0.0563
230,1520616735858806082,OK,1412,1193,0.8343,2.5001,0.0590
231,1520616735908808082,OK,1359,1072,0.9652,2.4492,0.0596
232,1520616735958809082,REPROJ_LOW_CONF,1246,939,1.0178,2.1132,0.0576
233,1520616736008811082,OK,1792,1759,0.4322,2.3835,0.0576
234,1520616736058812082,OK,1533,1434,0.5833,2.8607,0.0572
235,1520616736108814082,OK,1384,1274,0.7646,3.1459,0.0573
236,1520616736158815082,OK,1211,1035,0.8395,2.9357,0.0535
237,1520616736208817082,OK,1002,829,0.9366,1.8681,0.0548
238,1520616736258398082,OK,1533,1485,0.3551,1.6378,0.0468
239,1520616736308400082,OK,1399,1348,0.5516,1.9845,0.0409
240,1520616736358401082,OK,1302,1214,0.7402,2.2010,0.0395
241,1520616736408424082,OK,1154,934,0.8861,2.5707,0.0389
242,1520616736458404082,OK,1000,718,0.9915,2.9188,0.0319
243,1520616736508406082,REPROJ_LOW_CONF,800,564,1.0551,3.5682,0.0231
244,1520616736558407082,OK,1146,1112,0.4573,2.8331,0.0231
245,1520616736608409082,OK,1014,938,0.6438,2.2247,0.0173
246,1520616736658057047,OK,992,936,0.7521,0.9298,0.0172
247,1520616736708058047,OK,974,927,0.7276,1.3087,0.0220
248,1520616736758060047,OK,914,880,0.6474,3.3799,0.0302
249,1520616736808061047,OK,745,663,0.7323,5.2555,0.0338
250,1520616736858063047,OK,473,383,0.7880,6.4660,0.0328
251,1520616736908064047,OK,1314,1134,0.7245,6.8080,0.0360
252,1520616736958066047,OK,1098,990,0.6431,6.4840,0.0329
253,1520616737008067047,OK,950,808,0.8614,5.6691,0.0327
254,1520616737058069047,OK,1580,1502,0.5018,5.1038,0.0297
255,1520616737107939538,OK,1451,1349,0.6837,4.3853,0.0304
256,1520616737157940538,OK,1410,1245,0.7480,3.9218,0.0378
257,1520616737207942538,OK,1720,1654,0.4579,3.7508,0.0373
258,1520616737257943538,OK,1488,1392,0.5942,3.4647,0.0445
259,1520616737307945538,OK,1325,1132,0.6697,3.1798,0.0427
260,1520616737357947538,OK,1292,1121,0.7651,1.7808,0.0541
261,1520616737407948538,OK,1270,1082,0.8256,2.2311,0.0419
262,1520616737457950538,OK,1226,1033,0.8509,2.8839,0.0479
263,1520616737508017240,OK,1130,962,0.8727,4.4279,0.0477
264,1520616737558018240,OK,1464,1356,0.4907,4.1022,0.0429
265,1520616737608020240,OK,1336,1187,0.6531,4.2844,0.0424
266,1520616737658022240,OK,1281,1076,0.8087,4.3433,0.0363
267,1520616737708023240,OK,1681,1622,0.4755,4.8280,0.0348
268,1520616737758024240,OK,1557,1475,0.6741,5.0768,0.0349
269,1520616737808026240,OK,1509,1330,0.8145,4.8870,0.0336
270,1520616737858027240,OK,1577,1519,0.4281,4.1536,0.0382
271,1520616737908360187,OK,1517,1463,0.6388,3.4357,0.0426
272,1520616737958361187,OK,1490,1383,0.7112,2.4568,0.0451
273,1520616738008363187,OK,1483,1316,0.7711,1.3232,0.0511
274,1520616738058416187,OK,1441,1267,0.7979,1.2423,0.0510
275,1520616738108366187,OK,1421,1253,0.8427,2.9171,0.0526
276,1520616738158367187,OK,1379,1123,0.8668,4.8885,0.0603
277,1520616738208369187,OK,1532,1475,0.5627,5.7120,0.0575
278,1520616738258371187,OK,1365,1289,0.7461,5.6613,0.0609
279,1520616738308404889,OK,1284,1051,0.8465,5.8880,0.0597
280,1520616738358406889,OK,1587,1549,0.5583,5.5477,0.0583
281,1520616738408407889,OK,1345,1124,0.7632,5.0338,0.0595
282,1520616738458409889,OK,1176,963,0.8810,5.0401,0.0578
283,1520616738508410889,OK,1556,1464,0.5434,4.3208,0.0570
284,1520616738558412889,OK,1507,1365,0.7600,3.5018,0.0560
285,1520616738608413889,OK,1458,1267,0.8334,1.6089,0.0509
286,1520616738658415889,OK,1454,1213,0.8582,0.7251,0.0464
287,1520616738708337468,OK,1410,1163,0.8550,2.1680,0.0410
288,1520616738758338468,OK,1352,1122,0.8623,3.9570,0.0439
289,1520616738808340468,OK,1300,1070,0.8584,4.7289,0.0426
290,1520616738858341468,OK,1497,1443,0.5903,5.0372,0.0408
291,1520616738908343468,OK,1366,1145,0.7584,4.7268,0.0375
292,1520616738958344468,OK,1304,1099,0.8817,3.5617,0.0467
293,1520616739008346468,OK,1768,1726,0.4301,2.6602,0.0412
294,1520616739058348468,OK,1736,1667,0.5458,1.6576,0.0405
295,1520616739108448766,OK,1712,1538,0.6127,1.4277,0.0398
296,1520616739158450766,OK,1712,1572,0.6985,1.0687,0.0374
297,1520616739208452766,OK,1706,1375,0.6953,0.9408,0.0378
298,1520616739258454766,OK,1696,1572,0.7882,2.0754,0.0324
299,1520616739308455766,OK,1641,1437,0.8041,3.9155,0.0353
300,1520616739358456766,OK,1589,1347,0.8642,5.0069,0.0350
301,1520616739408457766,OK,1444,1164,0.9603,4.9890,0.0312
302,1520616739458460766,OK,1567,1537,0.4466,4.2528,0.0283
303,1520616739508461766,OK,1487,1394,0.6570,3.8228,0.0266
304,1520616739558614766,OK,1320,1211,0.8206,3.9757,0.0253
305,1520616739608616766,OK,1228,977,0.8862,3.6983,0.0295
306,1520616739658618766,OK,1692,1658,0.4457,3.3600,0.0317
307,1520616739708699766,OK,1620,1559,0.6327,1.7410,0.0349
308,1520616739758620766,OK,1539,1340,0.7231,1.6579,0.0372
309,1520616739808622766,OK,1463,1236,0.7573,2.8803,0.0397
310,1520616739858624766,OK,1324,1054,0.8559,3.7466,0.0378
311,1520616739908625766,OK,1226,917,0.9046,4.0961,0.0453
312,1520616739958545240,REPROJ_LOW_CONF,1122,831,1.0039,4.0034,0.0284
313,1520616740008546240,OK,1512,1451,0.4751,3.2441,0.0350
314,1520616740058548240,OK,1421,1283,0.6774,2.9634,0.0381
315,1520616740108549240,OK,1300,1132,0.8008,3.0874,0.0327
316,1520616740158551240,OK,1201,971,0.8779,2.4818,0.0366
317,1520616740208552240,OK,1158,945,0.9289,0.9883,0.0310
318,1520616740258554240,OK,1560,1501,0.4992,2.6139,0.0345
319,1520616740308556240,OK,1397,1175,0.7651,4.4154,0.0373
320,1520616740358345099,OK,1222,948,0.9266,4.9217,0.0373
321,1520616740408347099,REPROJ_LOW_CONF,1050,742,1.0166,4.3102,0.0309
322,1520616740458349099,OK,1390,1221,0.6374,3.8614,0.0372
323,1520616740508350099,OK,1278,1058,0.7987,3.3533,0.0331
324,1520616740558351099,OK,1217,929,0.9374,2.7781,0.0399
325,1520616740608353099,OK,1176,818,0.9516,2.0968,0.0358
326,1520616740658355099,REPROJ_LOW_CONF,1150,817,1.0307,1.6384,0.0384
327,1520616740708357099,OK,1510,1369,0.5985,2.9242,0.0314
328,1520616740758200977,OK,1370,1106,0.7349,4.3329,0.0302
329,1520616740808202977,OK,1219,939,0.9376,5.2072,0.0319
330,1520616740858203977,OK,1373,1155,0.6648,6.0918,0.0287
331,1520616740908205977,OK,1195,888,0.9397,6.2962,0.0307
332,1520616740958207977,OK,1476,1348,0.6201,6.1106,0.0294
333,1520616741008208977,OK,1378,1129,0.8560,5.6273,0.0312
334,1520616741058210977,OK,1292,1042,0.9909,4.6264,0.0446
335,1520616741108211977,OK,1490,1342,0.5343,3.8860,0.0403
336,1520616741158144906,OK,1338,1149,0.7093,4.3846,0.0443
337,1520616741208146906,OK,1177,935,0.8580,5.7421,0.0451
338,1520616741258147906,OK,1479,1393,0.6046,6.3697,0.0508
339,1520616741308149906,OK,1396,1053,0.9509,6.6722,0.0484
340,1520616741358150906,OK,1595,1530,0.6294,6.6009,0.0477
341,1520616741408152906,REPROJ_LOW_CONF,1481,1261,1.0032,6.4643,0.0481
342,1520616741458154906,OK,1651,1557,0.5723,5.8978,0.0439
343,1520616741508155906,OK,1573,1320,0.9252,5.5622,0.0412
344,1520616741558157906,REPROJ_LOW_CONF,1531,1114,1.0959,5.6935,0.0406
345,1520616741608344801,OK,1697,1656,0.5902,6.2482,0.0395
346,1520616741658346801,OK,1612,1468,0.8794,6.0678,0.0374
347,1520616741708347801,OK,1477,1441,0.4936,5.7445,0.0332
348,1520616741758349801,OK,1386,1302,0.7064,5.8949,0.0295
349,1520616741808350801,OK,1303,1138,0.7927,5.6558,0.0292
350,1520616741858352801,OK,1707,1676,0.5327,5.1921,0.0233
351,1520616741908354801,OK,1662,1500,0.7501,4.3046,0.0222
352,1520616741958355801,OK,1580,1299,0.9025,4.1498,0.0210
353,1520616742008559906,OK,1710,1685,0.4369,4.3119,0.0240
354,1520616742058560906,OK,1652,1543,0.7384,4.9025,0.0228
355,1520616742108562906,OK,1619,1426,0.9801,4.9285,0.0279
356,1520616742158563906,OK,1665,1637,0.4607,4.9487,0.0303
357,1520616742208565906,OK,1580,1515,0.7533,5.5197,0.0390
358,1520616742258567906,OK,1472,1262,0.9075,6.3109,0.0395
359,1520616742308569906,OK,1483,1452,0.5114,6.4684,0.0451
360,1520616742358570906,OK,1215,1076,0.6569,6.7648,0.0469
361,1520616742408459714,OK,1308,1226,0.5131,6.1743,0.0495
362,1520616742458460714,OK,1114,937,0.7567,5.3632,0.0539
363,1520616742508462714,OK,982,793,0.9628,5.9302,0.0361
364,1520616742558463714,OK,1716,1698,0.5658,6.1715,0.0433
365,1520616742608464714,OK,1360,1231,0.9055,6.4342,0.0444
366,1520616742658466714,OK,1662,1637,0.5287,5.9520,0.0404
367,1520616742708468714,OK,1607,1528,0.8297,5.4068,0.0354
368,1520616742758469714,OK,1572,1359,0.9604,5.0058,0.0293
369,1520616742808308626,OK,1780,1767,0.4001,5.3034,0.0258
370,1520616742858310626,OK,1656,1611,0.6589,5.9572,0.0238
371,1520616742908311626,OK,1464,1282,0.8191,6.5135,0.0188
372,1520616742958312626,OK,1487,1387,0.4990,6.7002,0.0224
373,1520616743008314626,OK,1241,1150,0.6587,7.0633,0.0244
374,1520616743058316626,OK,1374,1306,0.4947,7.1752,0.0253
375,1520616743108317626,OK,1286,1207,0.7424,7.2587,0.0272
376,1520616743158319626,OK,1333,1280,0.5494,7.1048,0.0299
377,1520616743208206029,OK,1270,1131,0.9162,6.9346,0.0294
378,1520616743258208029,OK,1488,1346,0.6978,6.7159,0.0297
379,1520616743308209029,OK,1436,1141,0.9431,5.2336,0.0257
380,1520616743358211029,REPROJ_LOW_CONF,1400,1091,1.1274,4.0037,0.0394
381,1520616743408212029,OK,1455,1330,0.5352,4.8593,0.0414
382,1520616743458214029,OK,1252,1106,0.7023,5.4788,0.0430
383,1520616743508216029,OK,1150,916,0.7439,5.0055,0.0517
384,1520616743558217029,OK,1505,1354,0.5278,4.3101,0.0463
385,1520616743608169275,OK,1378,1207,0.6958,3.6523,0.0450
386,1520616743658170275,OK,1301,1081,0.7871,3.1188,0.0451
387,1520616743708172275,OK,1261,959,0.8656,2.6117,0.0464
388,1520616743758173275,OK,1718,1578,0.4670,1.2441,0.0435
389,1520616743808175275,OK,1641,1497,0.5165,1.5664,0.0428
390,1520616743858177275,OK,1566,1411,0.7122,3.2697,0.0446
391,1520616743908178275,OK,1467,1258,0.8640,3.9147,0.0496
392,1520616743958180275,OK,1397,1101,0.9871,4.0276,0.0554
393,1520616744008182275,REPROJ_LOW_CONF,1350,958,1.0197,4.0565,0.0502
394,1520616744058113380,OK,1370,1167,0.5506,4.6070,0.0525
395,1520616744108115380,OK,1216,904,0.7321,5.0741,0.0609
396,1520616744158116380,OK,1100,773,0.8782,5.7688,0.0475
397,1520616744208118380,OK,1188,961,0.6643,5.3792,0.0553
398,1520616744258119380,OK,1006,743,0.7662,4.5875,0.0530
399,1520616744308121380,OK,843,634,0.8315,3.5582,0.0582
400,1520616744358123380,OK,1665,1567,0.5854,3.6672,0.0462
401,1520616744408124380,OK,1558,1327,0.8008,4.2098,0.0455
402,1520616744458283714,OK,1399,1075,0.8784,4.9557,0.0451
403,1520616744508284714,OK,1549,1503,0.5066,4.8934,0.0454
404,1520616744558285714,OK,1493,1424,0.7281,4.1142,0.0418
405,1520616744608300714,OK,1475,1260,0.8131,3.0766,0.0436
406,1520616744658289714,OK,1845,1794,0.4497,2.6796,0.0367
